sale_id,customer_id,product_id,store_id,sale_date,amount,discount_applied,region,data_source,last_updated
3010,858,5,27,2025-02-03,910.51,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3011,493,74,45,2025-01-21,874.83,5.65,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3012,108,31,3,2025-01-24,727.22,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3013,807,76,15,2024-08-04,290.09,11.7,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3014,151,1,34,2025-06-02,16.78,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3015,531,93,19,2025-01-14,402.08,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3016,326,58,49,2024-08-17,429.65,2.68,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3017,319,90,32,2025-01-13,858.93,11.15,North America,CRM_SYSTEM,2025-07-07 23:20:13
3018,297,28,23,2025-05-16,923.05,1.07,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3019,104,92,36,2025-04-16,128.66,13.21,North America,CRM_SYSTEM,2025-07-07 23:20:13
3020,361,5,3,2024-12-13,462.73,4.35,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3021,508,45,27,2025-05-02,188.72,12.43,North America,CRM_SYSTEM,2025-07-07 23:20:13
3022,841,24,26,2025-05-19,733.49,19.54,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3023,29,28,30,2025-03-31,570.78,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3024,260,20,2,2025-01-02,986.29,6.76,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3025,862,28,22,2024-10-20,249.59,0.15,North America,CRM_SYSTEM,2025-07-07 23:20:13
3026,455,79,7,2025-02-17,772.54,11.95,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3027,541,85,31,2025-05-18,937.63,2.38,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3028,61,93,36,2024-12-09,58.52,0.28,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3029,269,12,21,2024-07-27,956.04,0.47,North America,CRM_SYSTEM,2025-07-07 23:20:13
3030,82,84,43,2024-08-25,409.68,2.64,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3031,739,83,21,2024-11-01,377.76,12.52,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3032,557,67,39,2024-08-27,458.22,14.78,North America,CRM_SYSTEM,2025-07-07 23:20:13
3033,578,55,1,2025-02-06,105.8,2.99,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3034,487,16,26,2025-01-28,402.01,16.47,North America,CRM_SYSTEM,2025-07-07 23:20:13
3035,158,15,27,2025-01-25,847.27,,North America,CRM_SYSTEM,2025-07-07 23:20:13
3036,470,39,19,2025-02-13,106.89,4.05,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3037,592,72,8,2025-03-27,852.96,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3038,197,79,29,2024-09-30,348.1,,North America,CRM_SYSTEM,2025-07-07 23:20:13
3039,407,70,15,2024-09-25,658.6,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3040,981,67,25,2024-12-15,868.76,3.04,North America,CRM_SYSTEM,2025-07-07 23:20:13
3041,317,81,45,2024-11-28,642.24,9.98,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3042,606,90,24,2025-04-03,640.73,10.35,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3043,54,41,16,2025-03-30,291.06,15.17,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3044,852,26,32,2024-10-16,319.19,7.26,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3045,402,11,4,2025-04-13,614.01,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3046,548,91,34,2024-09-24,515.94,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3047,413,71,1,2025-06-05,894.08,15.81,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3048,365,94,10,2024-09-07,474.08,10.55,North America,CRM_SYSTEM,2025-07-07 23:20:13
3049,793,99,26,2024-07-13,929.99,18.14,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3050,300,18,8,2025-01-30,855.84,6.74,North America,CRM_SYSTEM,2025-07-07 23:20:13
3051,317,47,4,2024-07-16,54.14,4.51,North America,CRM_SYSTEM,2025-07-07 23:20:13
3052,418,77,19,2024-08-17,275.48,14.83,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3053,457,16,5,2024-12-28,933.09,1.86,North America,CRM_SYSTEM,2025-07-07 23:20:13
3054,631,72,42,2024-11-05,251.91,4.29,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3055,222,74,6,2024-11-08,50.75,16.18,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3056,651,4,49,2025-04-22,573.81,9.98,North America,CRM_SYSTEM,2025-07-07 23:20:13
3057,917,89,49,2025-01-09,114.04,4.91,North America,CRM_SYSTEM,2025-07-07 23:20:13
3058,268,42,33,2025-04-12,977.87,15.36,North America,CRM_SYSTEM,2025-07-07 23:20:13
3059,93,27,33,2024-08-03,378.46,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3060,235,79,40,2025-01-27,627.89,,North America,CRM_SYSTEM,2025-07-07 23:20:13
3061,62,35,25,2025-06-08,628.32,0.38,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3062,590,15,5,2025-05-11,325.96,18.14,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3063,77,35,38,2025-06-13,881.89,9.05,North America,CRM_SYSTEM,2025-07-07 23:20:13
3064,883,17,31,2024-12-08,664.14,9.11,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3065,785,62,47,2024-08-11,892.66,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3066,453,7,21,2025-02-22,632.72,14.03,North America,CRM_SYSTEM,2025-07-07 23:20:13
3067,628,62,29,2024-12-27,857.93,14.31,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3068,142,10,42,2024-12-10,897.62,10.06,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3069,780,17,27,2025-05-07,215.03,,North America,CRM_SYSTEM,2025-07-07 23:20:13
3070,147,42,15,2025-01-23,543.03,9.1,North America,CRM_SYSTEM,2025-07-07 23:20:13
3071,430,81,47,2024-10-22,879.6,,North America,CRM_SYSTEM,2025-07-07 23:20:13
3072,823,93,28,2025-05-15,409.13,,North America,CRM_SYSTEM,2025-07-07 23:20:13
3073,133,51,9,2024-07-14,690.58,3.67,North America,CRM_SYSTEM,2025-07-07 23:20:13
3074,9,21,7,2025-03-29,705.8,9.41,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3075,466,45,7,2024-11-14,150.28,18.78,North America,CRM_SYSTEM,2025-07-07 23:20:13
3076,52,60,18,2024-12-08,386.39,11.79,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3077,17,46,18,2025-04-07,619.3,1.37,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3078,247,76,1,2025-03-27,643.05,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3079,90,43,39,2024-09-16,774.64,9.88,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3080,268,22,6,2024-08-20,41.59,19.74,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3081,746,97,9,2024-11-14,236.15,16.49,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3082,590,68,39,2024-08-04,862.43,5.93,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3083,412,43,41,2025-04-17,860.65,2.71,North America,CRM_SYSTEM,2025-07-07 23:20:13
3084,779,12,20,2024-08-16,478.17,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3085,297,44,18,2024-08-17,840.21,15.08,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3086,104,88,38,2025-04-04,250.07,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3087,628,40,43,2024-07-27,579.08,19.35,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3088,469,17,30,2025-01-16,674.29,13.55,North America,CRM_SYSTEM,2025-07-07 23:20:13
3089,113,80,29,2024-09-01,393.66,14.04,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3090,831,68,5,2025-05-29,610.52,18.79,North America,CRM_SYSTEM,2025-07-07 23:20:13
3091,442,77,18,2025-05-17,584.31,9.37,North America,CRM_SYSTEM,2025-07-07 23:20:13
3092,440,52,31,2024-12-19,471.25,18.55,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3093,674,72,13,2025-06-09,257.83,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3094,28,42,45,2025-05-13,872.05,15.93,North America,CRM_SYSTEM,2025-07-07 23:20:13
3095,440,55,5,2024-11-03,958.96,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3096,42,6,25,2024-11-25,650.75,2.52,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3097,366,53,6,2025-03-01,911.23,17.4,North America,CRM_SYSTEM,2025-07-07 23:20:13
3098,422,81,1,2025-04-09,256.55,17.81,North America,CRM_SYSTEM,2025-07-07 23:20:13
3099,278,57,2,2024-09-20,956.95,14.67,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3100,832,62,21,2024-12-13,227.72,0.88,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3101,791,40,7,2024-08-31,944.94,11.02,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3102,688,2,2,2025-02-17,345.2,,North America,CRM_SYSTEM,2025-07-07 23:20:13
3103,720,32,15,2025-03-04,340.58,6.13,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3104,646,31,45,2024-09-27,994.7,11.54,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3105,993,47,27,2025-04-04,991.91,11.47,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3106,219,31,2,2025-04-29,598.95,19.65,North America,CRM_SYSTEM,2025-07-07 23:20:13
3107,382,61,6,2024-08-30,967.5,4.57,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3108,224,50,46,2024-08-14,774.34,1.71,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3109,682,91,36,2024-10-25,435.75,16.87,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3110,649,82,2,2025-04-17,861.81,1.0,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3111,155,57,32,2025-02-28,742.96,8.09,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3112,407,55,43,2025-04-11,502.26,9.77,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3113,698,95,17,2024-08-13,154.76,2.07,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3114,992,50,9,2024-07-25,735.93,2.23,North America,CRM_SYSTEM,2025-07-07 23:20:13
3115,72,82,36,2024-10-29,454.12,1.81,North America,CRM_SYSTEM,2025-07-07 23:20:13
3116,762,33,27,2024-10-20,137.15,1.49,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3117,957,24,7,2025-05-09,902.95,6.3,North America,CRM_SYSTEM,2025-07-07 23:20:13
3118,460,32,13,2025-01-02,222.54,16.35,North America,CRM_SYSTEM,2025-07-07 23:20:13
3119,338,34,7,2024-11-02,307.01,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3120,135,39,3,2025-06-14,670.65,4.49,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3121,411,52,35,2025-01-26,502.21,7.15,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3122,880,96,49,2025-06-21,637.21,15.38,North America,CRM_SYSTEM,2025-07-07 23:20:13
3123,476,78,48,2024-09-07,274.76,9.01,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3124,224,47,22,2024-12-07,922.78,18.01,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3125,137,97,36,2024-11-05,857.97,11.9,North America,CRM_SYSTEM,2025-07-07 23:20:13
3126,829,36,11,2025-04-07,630.86,,North America,CRM_SYSTEM,2025-07-07 23:20:13
3127,571,92,39,2024-09-16,569.61,14.36,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3128,754,26,38,2024-11-18,348.01,17.02,North America,CRM_SYSTEM,2025-07-07 23:20:13
3129,15,3,27,2025-03-15,988.71,0.2,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3130,901,93,10,2025-03-30,266.72,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3131,393,6,36,2024-12-29,751.68,1.29,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3132,241,39,24,2025-03-02,346.05,15.05,North America,CRM_SYSTEM,2025-07-07 23:20:13
3133,487,12,25,2025-06-07,931.95,2.5,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3134,859,73,4,2024-12-27,351.37,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3135,609,64,47,2025-01-24,130.36,8.53,North America,CRM_SYSTEM,2025-07-07 23:20:13
3136,256,25,33,2025-03-15,382.57,,North America,CRM_SYSTEM,2025-07-07 23:20:13
3137,962,64,1,2025-06-02,606.06,5.7,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3138,119,91,1,2025-06-30,580.6,11.6,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3139,190,6,43,2024-11-16,481.3,12.39,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3140,888,24,38,2025-01-14,69.54,14.41,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3141,84,28,28,2024-09-20,532.2,12.45,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3142,131,45,31,2025-02-07,314.62,6.46,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3143,751,48,24,2024-09-23,259.75,14.9,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3144,680,20,45,2024-10-20,269.1,16.81,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3145,220,26,7,2025-05-22,121.23,17.86,North America,CRM_SYSTEM,2025-07-07 23:20:13
3146,249,11,29,2024-11-06,185.67,3.04,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3147,452,26,11,2024-10-20,939.2,5.1,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3148,438,19,18,2024-09-29,273.9,11.98,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3149,611,57,39,2024-12-27,738.1,18.05,North America,CRM_SYSTEM,2025-07-07 23:20:13
3150,64,27,19,2024-08-27,641.77,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3151,862,52,44,2025-03-09,883.92,,North America,CRM_SYSTEM,2025-07-07 23:20:13
3152,526,99,34,2025-06-25,683.99,0.27,North America,CRM_SYSTEM,2025-07-07 23:20:13
3153,953,9,34,2025-03-24,771.27,3.81,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3154,125,74,4,2025-03-08,906.78,19.87,North America,CRM_SYSTEM,2025-07-07 23:20:13
3155,352,63,30,2024-12-05,76.52,7.26,North America,CRM_SYSTEM,2025-07-07 23:20:13
3156,838,83,44,2024-11-25,582.14,16.68,North America,CRM_SYSTEM,2025-07-07 23:20:13
3157,922,93,3,2024-09-08,33.34,17.64,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3158,609,42,27,2025-02-07,853.56,10.16,North America,CRM_SYSTEM,2025-07-07 23:20:13
3159,573,83,2,2025-06-12,219.1,12.58,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3160,833,21,30,2024-09-04,682.91,16.59,North America,CRM_SYSTEM,2025-07-07 23:20:13
3161,367,83,22,2025-03-19,469.65,0.6,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3162,92,80,34,2025-04-07,474.78,1.91,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3163,776,31,8,2024-10-12,930.94,15.66,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3164,759,91,26,2024-09-30,567.01,12.96,North America,CRM_SYSTEM,2025-07-07 23:20:13
3165,509,19,10,2025-02-19,189.69,14.69,North America,CRM_SYSTEM,2025-07-07 23:20:13
3166,504,82,48,2025-02-28,442.55,19.87,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3167,890,34,14,2025-05-17,778.7,8.34,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3168,941,76,17,2025-06-22,197.39,15.34,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3169,965,85,46,2024-07-19,847.44,18.54,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3170,652,60,4,2024-10-24,234.61,,North America,CRM_SYSTEM,2025-07-07 23:20:13
3171,91,17,33,2024-10-23,266.9,12.92,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3172,327,16,6,2025-01-22,631.7,10.8,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3173,868,21,42,2024-09-27,217.24,15.19,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3174,816,2,35,2024-09-25,182.78,9.76,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3175,879,31,5,2025-01-14,722.12,15.29,North America,CRM_SYSTEM,2025-07-07 23:20:13
3176,448,42,33,2025-02-16,128.67,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3177,849,23,5,2024-12-02,191.87,12.38,North America,CRM_SYSTEM,2025-07-07 23:20:13
3178,62,99,16,2025-07-04,211.46,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3179,791,66,23,2024-08-30,362.28,15.95,North America,CRM_SYSTEM,2025-07-07 23:20:13
3180,99,33,20,2025-01-17,196.97,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3181,935,16,43,2024-12-24,396.23,4.79,North America,CRM_SYSTEM,2025-07-07 23:20:13
3182,282,9,22,2024-09-12,163.51,12.3,North America,CRM_SYSTEM,2025-07-07 23:20:13
3183,3,94,41,2025-04-24,727.82,13.15,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3184,929,34,15,2025-03-26,78.46,13.43,North America,CRM_SYSTEM,2025-07-07 23:20:13
3185,666,83,22,2025-02-10,813.63,6.25,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3186,50,31,45,2024-10-06,91.86,7.59,North America,CRM_SYSTEM,2025-07-07 23:20:13
3187,707,95,11,2025-01-25,402.96,6.11,North America,CRM_SYSTEM,2025-07-07 23:20:13
3188,447,18,36,2024-10-26,50.28,1.66,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3189,960,19,35,2025-03-17,735.43,13.37,North America,CRM_SYSTEM,2025-07-07 23:20:13
3190,929,91,4,2025-07-01,754.94,15.01,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3191,590,60,16,2024-10-23,409.69,11.54,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3192,332,29,45,2024-10-02,881.29,14.72,North America,CRM_SYSTEM,2025-07-07 23:20:13
3193,737,47,30,2024-12-25,786.74,9.02,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3194,127,4,18,2024-10-21,514.93,17.17,North America,CRM_SYSTEM,2025-07-07 23:20:13
3195,138,12,45,2024-12-01,30.39,10.92,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3196,417,37,26,2024-12-09,834.56,16.97,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3197,42,79,25,2024-11-14,158.13,4.34,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3198,810,82,16,2024-12-24,758.59,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3199,74,13,33,2024-09-12,926.43,10.3,North America,CRM_SYSTEM,2025-07-07 23:20:13
3200,802,50,39,2024-08-08,109.92,12.88,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3201,295,82,40,2024-09-16,738.84,12.2,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3202,81,42,46,2025-03-09,992.24,6.36,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3203,436,93,36,2025-04-23,43.14,18.94,North America,CRM_SYSTEM,2025-07-07 23:20:13
3204,816,32,14,2024-11-23,208.26,5.35,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3205,880,66,21,2024-11-29,234.86,10.24,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3206,560,98,33,2025-04-30,720.24,7.05,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3207,922,75,46,2025-01-02,728.57,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3208,247,35,23,2025-02-13,597.08,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3209,470,13,16,2025-06-30,739.46,2.91,North America,CRM_SYSTEM,2025-07-07 23:20:13
3210,126,37,14,2024-10-11,53.11,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3211,962,79,35,2025-05-29,317.27,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3212,788,87,5,2024-08-22,146.57,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3213,553,20,44,2025-03-19,520.87,6.27,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3214,661,39,21,2024-12-20,951.61,15.23,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3215,629,50,15,2025-01-22,510.9,6.46,North America,CRM_SYSTEM,2025-07-07 23:20:13
3216,875,86,12,2024-12-16,397.71,3.21,North America,CRM_SYSTEM,2025-07-07 23:20:13
3217,647,36,27,2025-03-11,899.48,14.85,North America,CRM_SYSTEM,2025-07-07 23:20:13
3218,651,55,28,2024-12-21,151.76,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3219,749,26,23,2024-12-19,117.97,9.77,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3220,135,44,1,2025-06-06,138.1,17.55,North America,CRM_SYSTEM,2025-07-07 23:20:13
3221,243,96,7,2025-05-21,854.64,14.63,North America,CRM_SYSTEM,2025-07-07 23:20:13
3222,831,87,45,2024-08-25,405.31,17.88,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3223,103,56,8,2024-11-01,325.59,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3224,656,36,49,2025-06-08,243.6,,North America,CRM_SYSTEM,2025-07-07 23:20:13
3225,399,36,46,2024-08-01,282.97,5.0,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3226,990,94,41,2025-07-06,223.34,4.15,North America,CRM_SYSTEM,2025-07-07 23:20:13
3227,175,70,34,2024-11-14,258.31,7.31,North America,CRM_SYSTEM,2025-07-07 23:20:13
3228,106,8,13,2025-04-06,616.15,,North America,CRM_SYSTEM,2025-07-07 23:20:13
3229,595,20,13,2024-07-25,310.91,,North America,CRM_SYSTEM,2025-07-07 23:20:13
3230,534,35,8,2024-08-19,777.19,0.62,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3231,71,11,14,2024-12-19,669.19,1.8,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3232,73,3,15,2024-09-10,809.97,5.15,North America,CRM_SYSTEM,2025-07-07 23:20:13
3233,894,20,11,2025-05-21,253.24,1.57,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3234,678,6,36,2025-03-01,137.98,,North America,CRM_SYSTEM,2025-07-07 23:20:13
3235,684,81,46,2025-06-13,49.01,13.92,North America,CRM_SYSTEM,2025-07-07 23:20:13
3236,562,23,22,2025-01-19,893.58,9.41,North America,CRM_SYSTEM,2025-07-07 23:20:13
3237,261,21,15,2024-12-05,790.32,13.88,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3238,389,27,48,2025-04-17,792.75,14.71,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3239,416,65,44,2025-04-13,529.59,5.69,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3240,199,1,29,2024-11-11,162.37,5.14,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3241,768,34,32,2025-04-05,340.47,9.46,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3242,378,4,22,2025-03-18,693.15,6.33,North America,CRM_SYSTEM,2025-07-07 23:20:13
3243,269,68,41,2025-01-13,827.16,16.68,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3244,493,19,38,2025-02-14,604.03,6.92,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3245,792,92,34,2024-09-05,831.21,2.48,North America,CRM_SYSTEM,2025-07-07 23:20:13
3246,635,47,6,2024-07-11,275.92,0.7,North America,CRM_SYSTEM,2025-07-07 23:20:13
3247,659,71,47,2024-07-28,968.92,1.42,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3248,696,85,42,2024-12-22,484.72,14.27,North America,CRM_SYSTEM,2025-07-07 23:20:13
3249,528,90,27,2025-01-27,491.55,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3250,842,58,23,2024-11-02,283.11,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3251,462,70,24,2025-05-03,735.89,,North America,CRM_SYSTEM,2025-07-07 23:20:13
3252,971,3,32,2025-06-28,166.06,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3253,647,18,17,2024-08-31,65.38,2.11,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3254,833,58,1,2025-04-18,725.92,2.84,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3255,11,37,45,2025-06-15,304.52,1.21,North America,CRM_SYSTEM,2025-07-07 23:20:13
3256,748,83,23,2024-12-07,573.13,8.88,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3257,928,26,37,2025-04-16,253.3,12.3,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3258,189,18,7,2025-01-16,569.7,6.9,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3259,655,82,28,2025-03-02,870.65,19.68,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3260,347,11,34,2024-09-01,350.19,12.89,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3261,546,8,19,2025-04-11,859.52,13.42,North America,CRM_SYSTEM,2025-07-07 23:20:13
3262,497,58,22,2024-09-16,504.27,,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3263,507,53,40,2025-01-29,322.1,4.35,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3264,313,15,14,2024-10-02,102.06,13.51,North America,CRM_SYSTEM,2025-07-07 23:20:13
3265,398,48,29,2024-07-26,687.78,,North America,CRM_SYSTEM,2025-07-07 23:20:13
3266,653,69,31,2024-12-14,570.48,4.4,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3267,729,78,16,2024-10-02,692.12,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3268,951,15,17,2024-12-27,905.0,12.24,North America,CRM_SYSTEM,2025-07-07 23:20:13
3269,757,22,33,2024-11-29,484.95,,North America,CRM_SYSTEM,2025-07-07 23:20:13
3270,887,56,24,2024-07-21,352.13,5.94,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3271,913,54,29,2024-12-17,531.67,14.73,North America,CRM_SYSTEM,2025-07-07 23:20:13
3272,14,73,6,2024-09-06,434.33,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3273,322,62,16,2024-09-16,861.67,,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3274,545,78,28,2025-05-30,752.68,11.17,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3275,82,88,27,2024-09-16,419.93,0.34,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3276,18,52,32,2024-07-12,854.49,8.35,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3277,382,83,4,2024-08-31,218.1,12.56,North America,CRM_SYSTEM,2025-07-07 23:20:13
3278,16,14,35,2024-08-02,334.45,3.06,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3279,6,22,24,2025-04-25,313.88,0.38,Europe,CRM_SYSTEM,2025-07-07 23:20:13
3280,890,11,6,2024-07-21,768.73,17.73,North America,CRM_SYSTEM,2025-07-07 23:20:13
3281,127,14,44,2025-07-05,575.37,0.43,Asia,CRM_SYSTEM,2025-07-07 23:20:13
3282,860,42,39,2025-06-12,18.68,0.95,Europe,CRM_SYSTEM,2025-07-07 23:20:13
